Time (ms),ax_m_s2,ay_m_s2,az_m_s2,gx_rad_s,gy_rad_s,gz_rad_s,Voltage (V),Current (A),Pressure (Pa),Temperature (C),Altitude (m),FlightPhase
30570,0.25,-0.14,9.80,-0.018,-0.008,0.004,12.431,35.73,100420.0,27.51,75.4,DISTANCE
30580,0.02,-0.25,9.92,0.006,0.025,0.010,12.431,35.74,100419.9,27.51,75.4,DISTANCE
30590,0.09,-0.03,9.78,0.001,-0.014,0.004,12.431,35.74,100419.8,27.51,75.4,DISTANCE
30600,0.14,0.24,9.96,0.004,-0.002,0.002,12.431,35.75,100419.6,27.51,75.4,DISTANCE
30610,-0.05,0.25,9.87,-0.015,-0.011,0.017,12.431,35.75,100419.5,27.51,75.5,DISTANCE
30620,0.14,-0.05,9.96,0.025,-0.005,0.011,12.431,35.76,100419.3,27.51,75.5,DISTANCE
30630,0.11,-0.07,9.75,-0.005,0.021,0.011,12.431,35.76,100419.2,27.51,75.5,DISTANCE
30640,-0.20,0.17,9.97,0.017,-0.013,0.012,12.431,35.77,100419.1,27.51,75.5,DISTANCE
30650,0.05,0.03,9.92,0.014,-0.014,0.004,12.431,35.77,100418.9,27.51,75.5,DISTANCE
30660,-0.13,0.11,9.85,0.005,0.002,0.014,12.431,35.78,100418.8,27.51,75.5,DISTANCE
30670,0.19,0.12,10.01,-0.007,0.014,0.015,12.431,35.78,100418.6,27.51,75.5,DISTANCE
30680,0.04,0.28,9.93,0.005,0.001,0.011,12.431,35.78,100418.5,27.51,75.5,DISTANCE
30690,-0.00,-0.14,9.74,-0.016,-0.012,0.010,12.431,35.79,100418.4,27.51,75.6,DISTANCE
30700,0.12,0.17,9.78,-0.009,0.005,0.004,12.431,35.79,100418.2,27.51,75.6,DISTANCE
30710,-0.12,0.02,9.96,0.015,-0.007,0.001,12.431,35.80,100418.1,27.51,75.6,DISTANCE
30720,0.07,-0.03,9.99,0.017,-0.007,0.015,12.431,35.80,100417.9,27.51,75.6,DISTANCE
30730,-0.17,-0.15,9.95,0.018,0.006,0.003,12.431,35.81,100417.8,27.51,75.6,DISTANCE
30740,0.24,-0.16,9.82,-0.011,-0.001,0.010,12.431,35.81,100417.7,27.51,75.6,DISTANCE
30750,-0.11,-0.04,9.77,-0.019,-0.023,0.008,12.431,35.81,100417.5,27.51,75.6,DISTANCE
30760,0.12,0.16,9.95,0.023,0.004,0.011,12.431,35.82,100417.4,27.51,75.6,DISTANCE
30770,0.29,0.18,9.85,0.009,0.012,0.012,12.431,35.82,100417.2,27.51,75.6,DISTANCE
30780,0.03,-0.11,10.00,-0.012,0.023,0.014,12.431,35.83,100417.1,27.51,75.7,DISTANCE
30790,0.02,-0.04,9.82,-0.015,0.009,0.009,12.431,35.83,100417.0,27.51,75.7,DISTANCE
30800,0.17,-0.28,9.80,-0.017,0.021,0.000,12.431,35.83,100416.8,27.51,75.7,DISTANCE
30810,-0.12,-0.14,9.74,0.024,-0.003,0.017,12.431,35.84,100416.7,27.51,75.7,DISTANCE
30820,0.13,-0.17,9.85,0.012,0.001,0.004,12.431,35.84,100416.5,27.51,75.7,DISTANCE
30830,0.18,-0.25,9.81,-0.018,-0.004,0.017,12.431,35.85,100416.4,27.51,75.7,DISTANCE
30840,-0.27,0.29,9.95,-0.006,-0.002,0.017,12.431,35.85,100416.2,27.51,75.7,DISTANCE
30850,-0.13,-0.08,9.76,0.019,-0.010,0.014,12.431,35.85,100416.1,27.51,75.7,DISTANCE
30860,0.16,-0.16,9.79,-0.001,0.014,0.006,12.431,35.86,100416.0,27.51,75.8,DISTANCE
30870,0.15,-0.17,9.85,-0.021,0.019,0.019,12.431,35.86,100415.8,27.51,75.8,DISTANCE
30880,0.16,0.25,9.92,0.013,-0.020,0.019,12.431,35.86,100415.7,27.51,75.8,DISTANCE
30890,-0.29,-0.04,9.84,0.012,-0.004,0.000,12.431,35.87,100415.5,27.51,75.8,DISTANCE
30900,-0.09,0.00,9.82,0.012,0.004,0.000,12.431,35.87,100415.4,27.51,75.8,DISTANCE
30910,-0.21,-0.07,9.85,0.012,-0.017,0.016,12.431,35.87,100415.2,27.51,75.8,DISTANCE
30920,0.13,0.12,9.75,0.007,-0.017,0.007,12.431,35.88,100415.1,27.51,75.8,DISTANCE
30930,0.27,0.25,9.76,0.016,-0.011,0.004,12.431,35.88,100414.9,27.51,75.8,DISTANCE
30940,0.28,0.19,9.80,-0.007,0.004,0.016,12.431,35.88,100414.8,27.51,75.8,DISTANCE
30950,-0.28,0.20,9.73,-0.019,0.003,0.004,12.431,35.89,100414.7,27.51,75.9,DISTANCE
30960,-0.12,0.01,9.98,-0.010,-0.013,0.019,12.430,35.89,100414.5,27.51,75.9,DISTANCE
30970,-0.23,-0.21,9.76,0.008,0.001,0.019,12.430,35.89,100414.4,27.51,75.9,DISTANCE
30980,0.16,0.13,9.76,0.006,-0.018,0.001,12.430,35.90,100414.2,27.51,75.9,DISTANCE
30990,-0.29,-0.20,9.91,-0.005,-0.013,0.008,12.430,35.90,100414.1,27.51,75.9,DISTANCE
31000,-0.08,-0.30,10.01,-0.015,0.005,0.016,12.430,35.90,100413.9,27.51,75.9,DISTANCE
31010,-0.08,0.01,9.80,-0.011,0.023,0.019,12.430,35.90,100413.8,27.51,75.9,DISTANCE
31020,0.23,0.05,9.86,0.014,0.004,0.011,12.430,35.91,100413.6,27.51,75.9,DISTANCE
31030,0.12,0.13,9.89,0.009,0.011,0.002,12.430,35.91,100413.5,27.51,76.0,DISTANCE
31040,0.02,0.10,9.86,0.005,0.010,0.012,12.430,35.91,100413.3,27.51,76.0,DISTANCE
31050,-0.17,-0.26,9.87,0.020,-0.019,0.015,12.430,35.92,100413.2,27.51,76.0,DISTANCE
31060,0.15,-0.25,9.78,0.023,0.010,0.019,12.430,35.92,100413.1,27.51,76.0,DISTANCE
31070,-0.01,-0.12,9.84,-0.011,-0.021,0.010,12.430,35.92,100412.9,27.51,76.0,DISTANCE
31080,-0.12,-0.17,9.98,-0.004,-0.024,0.010,12.430,35.92,100412.8,27.51,76.0,DISTANCE
31090,-0.22,0.05,9.83,-0.023,-0.000,0.006,12.430,35.93,100412.6,27.51,76.0,DISTANCE
31100,-0.26,-0.18,9.93,-0.000,0.023,0.006,12.430,35.93,100412.5,27.51,76.0,DISTANCE
31110,0.14,0.26,9.84,-0.001,0.021,0.007,12.430,35.93,100412.3,27.51,76.1,DISTANCE
31120,0.00,0.25,9.94,-0.005,-0.014,0.003,12.430,35.93,100412.2,27.51,76.1,DISTANCE
31130,-0.16,-0.05,9.96,0.022,-0.004,0.008,12.430,35.94,100412.0,27.51,76.1,DISTANCE
31140,0.08,-0.22,9.74,-0.023,-0.005,0.013,12.430,35.94,100411.9,27.51,76.1,DISTANCE
31150,0.23,-0.24,9.82,-0.025,0.022,0.010,12.430,35.94,100411.7,27.51,76.1,DISTANCE
31160,0.20,-0.25,9.73,0.014,-0.001,0.019,12.430,35.94,100411.6,27.51,76.1,DISTANCE
31170,0.07,-0.29,9.86,0.005,0.018,0.012,12.430,35.95,100411.4,27.51,76.1,DISTANCE
31180,-0.23,-0.23,9.84,-0.013,-0.010,0.015,12.430,35.95,100411.3,27.51,76.1,DISTANCE
31190,0.16,-0.25,9.78,0.023,0.023,0.014,12.430,35.95,100411.1,27.50,76.2,DISTANCE
31200,-0.20,0.29,9.85,0.016,0.019,0.011,12.430,35.95,100411.0,27.50,76.2,DISTANCE
31210,0.15,0.16,9.93,0.014,0.009,0.018,12.430,35.95,100410.8,27.50,76.2,DISTANCE
31220,0.06,-0.19,9.78,0.019,0.017,0.005,12.430,35.96,100410.7,27.50,76.2,DISTANCE
31230,0.17,-0.09,9.97,0.011,0.024,0.016,12.430,35.96,100410.5,27.50,76.2,DISTANCE
31240,0.18,-0.18,9.77,0.016,0.010,0.004,12.430,35.96,100410.4,27.50,76.2,DISTANCE
31250,-0.22,0.00,9.92,0.018,0.021,0.010,12.430,35.96,100410.2,27.50,76.2,DISTANCE
31260,-0.22,-0.17,9.87,0.024,-0.003,0.004,12.430,35.96,100410.1,27.50,76.2,DISTANCE
31270,-0.06,0.18,9.80,-0.018,-0.012,0.006,12.430,35.97,100409.9,27.50,76.3,DISTANCE
31280,-0.06,-0.30,9.75,0.021,-0.001,0.007,12.430,35.97,100409.8,27.50,76.3,DISTANCE
31290,-0.22,-0.24,9.98,-0.002,0.022,0.014,12.430,35.97,100409.6,27.50,76.3,DISTANCE
31300,0.01,-0.18,9.79,0.003,-0.017,0.019,12.430,35.97,100409.5,27.50,76.3,DISTANCE
31310,0.01,0.03,9.77,-0.014,0.015,0.002,12.430,35.97,100409.3,27.50,76.3,DISTANCE
31320,0.24,-0.08,10.00,-0.004,-0.013,0.006,12.430,35.97,100409.2,27.50,76.3,DISTANCE
31330,-0.12,0.02,9.87,-0.024,0.003,0.008,12.430,35.97,100409.0,27.50,76.3,DISTANCE
31340,-0.23,-0.27,9.97,0.013,0.019,0.004,12.430,35.98,100408.9,27.50,76.3,DISTANCE
31350,-0.10,0.23,9.91,0.019,0.023,0.011,12.430,35.98,100408.7,27.50,76.4,DISTANCE
31360,0.29,-0.21,9.80,0.023,0.019,0.008,12.430,35.98,100408.6,27.50,76.4,DISTANCE
31370,0.07,-0.03,9.93,-0.016,0.023,0.002,12.430,35.98,100408.4,27.50,76.4,DISTANCE
31380,-0.16,0.27,9.98,-0.004,0.001,0.008,12.430,35.98,100408.3,27.50,76.4,DISTANCE
31390,0.17,-0.16,9.91,0.022,0.012,0.003,12.430,35.98,100408.1,27.50,76.4,DISTANCE
31400,-0.04,0.06,9.73,-0.006,-0.023,0.016,12.430,35.98,100408.0,27.50,76.4,DISTANCE
31410,-0.16,0.00,10.01,-0.002,-0.024,0.020,12.430,35.99,100407.8,27.50,76.4,DISTANCE
31420,0.19,-0.17,9.99,0.003,-0.018,0.004,12.430,35.99,100407.7,27.50,76.4,DISTANCE
31430,-0.05,-0.25,10.01,0.019,-0.005,0.011,12.430,35.99,100407.5,27.50,76.5,DISTANCE
31440,-0.04,0.02,9.79,0.008,0.005,0.010,12.430,35.99,100407.4,27.50,76.5,DISTANCE
31450,0.05,0.19,9.86,-0.013,-0.014,0.013,12.430,35.99,100407.2,27.50,76.5,DISTANCE
31460,0.24,-0.07,9.86,0.008,-0.005,0.010,12.430,35.99,100407.1,27.50,76.5,DISTANCE
31470,-0.11,-0.13,9.96,-0.007,0.006,0.020,12.430,35.99,100406.9,27.50,76.5,DISTANCE
31480,0.16,-0.30,9.82,-0.010,-0.015,0.007,12.430,35.99,100406.8,27.50,76.5,DISTANCE
31490,-0.20,0.26,9.97,-0.017,0.004,0.013,12.430,35.99,100406.6,27.50,76.5,DISTANCE
31500,0.04,-0.29,9.83,-0.007,-0.011,0.006,12.430,35.99,100406.4,27.50,76.5,DISTANCE
31510,0.03,-0.04,9.75,-0.002,0.023,0.007,12.430,35.99,100406.3,27.50,76.6,DISTANCE
31520,0.18,-0.11,10.02,-0.023,0.015,0.018,12.429,36.00,100406.1,27.50,76.6,DISTANCE
31530,0.02,0.06,9.98,-0.010,-0.001,0.020,12.429,36.00,100406.0,27.50,76.6,DISTANCE
31540,0.10,-0.20,9.86,0.017,0.004,0.002,12.429,36.00,100405.8,27.50,76.6,DISTANCE
31550,-0.09,-0.21,9.75,-0.011,0.016,0.002,12.429,36.00,100405.7,27.50,76.6,DISTANCE
31560,0.27,-0.19,9.94,0.022,0.006,0.013,12.429,36.00,100405.5,27.50,76.6,DISTANCE
31570,-0.07,0.24,9.76,-0.004,-0.003,0.015,12.429,36.00,100405.4,27.50,76.6,DISTANCE
31580,0.13,0.14,9.75,-0.024,0.005,0.009,12.429,36.00,100405.2,27.50,76.6,DISTANCE
31590,-0.27,-0.09,9.86,0.017,-0.001,0.005,12.429,36.00,100405.1,27.50,76.7,DISTANCE
31600,-0.17,0.07,9.95,0.021,-0.019,0.017,12.429,36.00,100404.9,27.50,76.7,DISTANCE
31610,-0.02,0.17,9.88,0.018,0.020,0.019,12.429,36.00,100404.7,27.50,76.7,DISTANCE
31620,0.19,0.20,9.92,0.001,-0.019,0.019,12.429,36.00,100404.6,27.50,76.7,DISTANCE
31630,-0.08,-0.01,9.83,0.018,-0.006,0.005,12.429,36.00,100404.4,27.50,76.7,DISTANCE
31640,-0.06,0.06,9.93,-0.003,-0.002,0.018,12.429,36.00,100404.3,27.50,76.7,DISTANCE
31650,-0.11,0.10,9.81,-0.019,-0.017,0.013,12.429,36.00,100404.1,27.50,76.7,DISTANCE
31660,0.13,-0.11,9.80,0.003,-0.002,0.018,12.429,36.00,100404.0,27.50,76.8,DISTANCE
31670,-0.28,-0.11,9.77,-0.020,0.005,0.019,12.429,36.00,100403.8,27.50,76.8,DISTANCE
31680,0.18,-0.14,9.83,-0.010,-0.020,0.002,12.429,36.00,100403.7,27.50,76.8,DISTANCE
31690,0.24,-0.15,9.98,-0.002,-0.003,0.020,12.429,36.00,100403.5,27.50,76.8,DISTANCE
31700,0.14,-0.24,9.97,0.005,0.017,0.006,12.429,36.00,100403.3,27.50,76.8,DISTANCE
31710,-0.00,-0.15,9.85,-0.025,0.009,0.002,12.429,36.00,100403.2,27.50,76.8,DISTANCE
31720,-0.08,0.21,9.93,0.004,0.010,0.003,12.429,36.00,100403.0,27.50,76.8,DISTANCE
31730,-0.28,-0.21,9.87,-0.017,-0.009,0.008,12.429,36.00,100402.9,27.50,76.8,DISTANCE
31740,0.00,0.20,9.79,-0.012,-0.025,0.019,12.429,36.00,100402.7,27.50,76.9,DISTANCE
31750,0.26,0.08,9.85,-0.006,0.003,0.004,12.429,36.00,100402.6,27.50,76.9,DISTANCE
31760,-0.13,-0.07,9.81,-0.010,0.023,0.017,12.429,36.00,100402.4,27.50,76.9,DISTANCE
31770,-0.06,0.07,9.75,-0.015,0.024,0.010,12.429,36.00,100402.2,27.50,76.9,DISTANCE
31780,-0.26,-0.19,9.92,-0.016,0.004,0.021,12.429,36.00,100402.1,27.50,76.9,DISTANCE
31790,0.11,0.03,9.81,-0.002,0.016,0.003,12.429,36.00,100401.9,27.50,76.9,DISTANCE
31800,0.20,-0.09,9.81,0.016,0.024,0.007,12.429,36.00,100401.8,27.50,76.9,DISTANCE
31810,-0.17,-0.09,9.84,0.017,0.002,0.008,12.429,36.00,100401.6,27.50,76.9,DISTANCE
31820,0.05,0.01,9.97,-0.017,-0.011,0.007,12.429,35.99,100401.5,27.50,77.0,DISTANCE
31830,-0.23,0.23,9.85,0.023,0.019,0.010,12.429,35.99,100401.3,27.50,77.0,DISTANCE
31840,0.20,-0.13,9.97,-0.011,-0.012,0.015,12.429,35.99,100401.1,27.50,77.0,DISTANCE
31850,0.14,0.19,9.93,0.018,0.020,0.004,12.429,35.99,100401.0,27.50,77.0,DISTANCE
31860,0.10,0.13,9.79,0.009,-0.015,0.016,12.429,35.99,100400.8,27.50,77.0,DISTANCE
31870,0.21,0.24,9.90,-0.013,-0.010,0.019,12.429,35.99,100400.7,27.50,77.0,DISTANCE
31880,-0.09,0.26,9.85,-0.021,0.014,0.008,12.429,35.99,100400.5,27.50,77.0,DISTANCE
31890,0.21,0.28,9.94,0.022,-0.002,0.018,12.429,35.99,100400.3,27.50,77.1,DISTANCE
31900,0.23,0.12,9.73,0.017,0.001,0.012,12.429,35.99,100400.2,27.50,77.1,DISTANCE
31910,0.23,0.00,9.93,0.006,-0.021,0.004,12.429,35.99,100400.0,27.50,77.1,DISTANCE
31920,0.02,-0.21,10.00,-0.010,-0.012,0.014,12.429,35.99,100399.9,27.50,77.1,DISTANCE
31930,0.05,-0.05,9.81,-0.022,0.003,0.019,12.429,35.98,100399.7,27.50,77.1,DISTANCE
31940,-0.30,0.20,9.91,-0.021,-0.019,0.010,12.429,35.98,100399.6,27.50,77.1,DISTANCE
31950,-0.19,0.29,9.80,0.023,-0.001,0.013,12.429,35.98,100399.4,27.50,77.1,DISTANCE
31960,0.01,-0.10,10.01,0.006,-0.016,0.018,12.429,35.98,100399.2,27.50,77.1,DISTANCE
31970,0.02,0.19,9.90,0.013,0.005,0.020,12.429,35.98,100399.1,27.50,77.2,DISTANCE
31980,-0.20,-0.08,9.87,0.021,0.001,0.014,12.429,35.98,100398.9,27.50,77.2,DISTANCE
31990,-0.04,0.30,9.81,-0.007,0.002,0.020,12.429,35.98,100398.8,27.50,77.2,DISTANCE
32000,0.05,-0.25,9.76,-0.001,0.010,0.011,12.429,35.98,100398.6,27.50,77.2,DISTANCE
32010,-0.29,0.25,9.74,-0.020,0.007,0.008,12.429,35.97,100398.4,27.50,77.2,DISTANCE
32020,0.15,0.11,10.02,-0.008,-0.011,0.019,12.429,35.97,100398.3,27.50,77.2,DISTANCE
32030,0.18,-0.02,9.87,0.015,-0.025,0.012,12.429,35.97,100398.1,27.50,77.2,DISTANCE
32040,0.29,-0.06,9.85,-0.001,-0.024,0.016,12.429,35.97,100397.9,27.50,77.3,DISTANCE
32050,-0.17,0.05,9.85,-0.014,-0.014,0.019,12.429,35.97,100397.8,27.50,77.3,DISTANCE
32060,0.18,-0.24,9.84,-0.000,-0.020,0.014,12.429,35.97,100397.6,27.50,77.3,DISTANCE
32070,0.07,-0.19,10.01,-0.024,0.014,0.002,12.429,35.96,100397.5,27.50,77.3,DISTANCE
32080,-0.18,-0.07,9.81,0.022,-0.007,0.012,12.429,35.96,100397.3,27.50,77.3,DISTANCE
32090,0.18,-0.23,9.77,0.013,-0.013,0.017,12.429,35.96,100397.1,27.50,77.3,DISTANCE
32100,-0.14,0.04,9.94,-0.008,0.017,0.006,12.429,35.96,100397.0,27.50,77.3,DISTANCE
32110,-0.12,0.03,9.95,0.025,-0.021,0.005,12.429,35.96,100396.8,27.50,77.3,DISTANCE
32120,0.04,0.02,9.88,-0.010,0.024,0.011,12.429,35.95,100396.7,27.50,77.4,DISTANCE
32130,-0.28,-0.11,9.83,0.023,-0.013,0.006,12.429,35.95,100396.5,27.50,77.4,DISTANCE
32140,-0.24,0.14,9.91,-0.021,0.016,0.018,12.429,35.95,100396.3,27.50,77.4,DISTANCE
32150,0.06,0.12,9.96,0.002,0.014,0.015,12.429,35.95,100396.2,27.50,77.4,DISTANCE
32160,-0.10,0.07,10.00,-0.024,0.000,0.011,12.429,35.95,100396.0,27.50,77.4,DISTANCE
32170,0.06,0.22,9.73,0.017,-0.011,0.018,12.429,35.94,100395.8,27.50,77.4,DISTANCE
32180,0.10,0.29,9.94,0.019,-0.020,0.007,12.429,35.94,100395.7,27.50,77.4,DISTANCE
32190,-0.26,0.19,9.99,0.017,0.019,0.006,12.429,35.94,100395.5,27.50,77.5,DISTANCE
32200,0.16,-0.09,9.99,-0.001,-0.014,0.005,12.429,35.94,100395.4,27.50,77.5,DISTANCE
32210,-0.05,0.16,9.89,-0.025,0.018,0.006,12.429,35.93,100395.2,27.50,77.5,DISTANCE
32220,0.02,0.16,9.81,-0.010,0.014,0.012,12.429,35.93,100395.0,27.50,77.5,DISTANCE
32230,0.14,0.16,10.03,-0.015,-0.020,0.009,12.429,35.93,100394.9,27.50,77.5,DISTANCE
32240,0.21,-0.15,9.95,0.002,-0.024,0.002,12.429,35.93,100394.7,27.50,77.5,DISTANCE
32250,0.18,0.16,9.88,-0.020,-0.010,0.021,12.429,35.92,100394.5,27.50,77.5,DISTANCE
32260,-0.11,-0.12,9.81,-0.012,0.000,0.009,12.429,35.92,100394.4,27.50,77.6,DISTANCE
32270,-0.09,-0.07,9.91,0.001,-0.014,0.003,12.429,35.92,100394.2,27.50,77.6,DISTANCE
32280,-0.29,0.00,9.73,0.002,0.021,0.002,12.429,35.92,100394.1,27.50,77.6,DISTANCE
32290,-0.28,0.19,9.89,-0.018,-0.010,0.014,12.429,35.91,100393.9,27.50,77.6,DISTANCE
32300,-0.17,0.01,9.89,-0.017,0.017,0.014,12.429,35.91,100393.7,27.50,77.6,DISTANCE
32310,0.01,0.03,9.93,-0.004,0.015,0.012,12.429,35.91,100393.6,27.50,77.6,DISTANCE
32320,-0.18,0.06,9.84,-0.010,-0.008,0.010,12.429,35.91,100393.4,27.50,77.6,DISTANCE
32330,0.26,0.10,9.84,0.018,-0.021,0.014,12.429,35.90,100393.2,27.50,77.6,DISTANCE
32340,-0.20,0.08,10.01,0.020,-0.004,0.018,12.429,35.90,100393.1,27.50,77.7,DISTANCE
32350,0.27,0.28,9.82,-0.022,-0.016,0.013,12.429,35.90,100392.9,27.50,77.7,DISTANCE
32360,0.16,-0.21,9.74,-0.024,-0.019,0.019,12.429,35.89,100392.7,27.50,77.7,DISTANCE
32370,0.04,0.19,9.95,-0.006,-0.017,0.017,12.429,35.89,100392.6,27.49,77.7,DISTANCE
32380,-0.26,0.30,9.90,-0.002,-0.005,0.017,12.429,35.89,100392.4,27.49,77.7,DISTANCE
32390,0.24,-0.04,9.94,0.006,-0.014,0.022,12.429,35.88,100392.2,27.49,77.7,DISTANCE
32400,0.14,0.21,9.78,0.013,-0.024,0.004,12.429,35.88,100392.1,27.49,77.7,DISTANCE
32410,0.01,-0.24,9.84,0.005,0.004,0.003,12.429,35.88,100391.9,27.49,77.8,DISTANCE
32420,0.30,-0.23,9.86,0.013,0.011,0.014,12.429,35.87,100391.7,27.49,77.8,DISTANCE
32430,0.12,-0.08,9.96,-0.017,-0.011,0.009,12.429,35.87,100391.6,27.49,77.8,DISTANCE
32440,-0.17,0.08,9.76,-0.014,0.010,0.019,12.429,35.87,100391.4,27.49,77.8,DISTANCE
32450,0.27,0.05,9.76,0.013,0.011,0.020,12.429,35.86,100391.2,27.49,77.8,DISTANCE
32460,0.30,0.07,9.91,-0.002,-0.000,0.020,12.429,35.86,100391.1,27.49,77.8,DISTANCE
32470,-0.05,0.17,9.84,-0.004,0.001,0.012,12.429,35.86,100390.9,27.49,77.8,DISTANCE
32480,-0.24,0.28,9.76,-0.010,0.015,0.017,12.429,35.85,100390.8,27.49,77.9,DISTANCE
32490,-0.05,0.09,9.79,-0.014,-0.014,0.013,12.429,35.85,100390.6,27.49,77.9,DISTANCE
32500,0.21,0.24,9.84,-0.007,0.001,0.008,12.429,35.85,100390.4,27.49,77.9,DISTANCE
32510,-0.25,0.02,9.73,-0.018,-0.022,0.019,12.429,35.84,100390.3,27.49,77.9,DISTANCE
32520,0.18,-0.02,9.93,-0.007,-0.024,0.015,12.429,35.84,100390.1,27.49,77.9,DISTANCE
32530,0.06,0.28,9.88,-0.012,0.004,0.003,12.429,35.84,100389.9,27.49,77.9,DISTANCE
32540,0.14,-0.05,9.77,-0.017,0.024,0.017,12.429,35.83,100389.8,27.49,77.9,DISTANCE
32550,-0.09,0.02,9.94,0.010,-0.012,0.015,12.429,35.83,100389.6,27.49,78.0,DISTANCE
32560,-0.14,0.17,9.76,-0.018,-0.016,0.019,12.429,35.82,100389.4,27.49,78.0,DISTANCE
32570,0.28,0.03,9.92,-0.024,0.007,0.021,12.429,35.82,100389.3,27.49,78.0,DISTANCE
32580,0.12,-0.18,9.77,0.013,0.023,0.011,12.429,35.82,100389.1,27.49,78.0,DISTANCE
32590,0.12,0.15,9.79,-0.022,0.004,0.011,12.429,35.81,100388.9,27.49,78.0,DISTANCE
32600,-0.01,0.09,9.99,0.008,-0.005,0.005,12.429,35.81,100388.7,27.49,78.0,DISTANCE
32610,-0.02,-0.16,9.82,-0.023,0.023,0.009,12.429,35.80,100388.6,27.49,78.0,DISTANCE
32620,0.07,0.22,9.87,-0.008,-0.000,0.020,12.429,35.80,100388.4,27.49,78.0,DISTANCE
32630,0.18,0.01,9.93,-0.004,0.014,0.018,12.429,35.79,100388.2,27.49,78.1,DISTANCE
32640,0.03,-0.16,9.76,-0.007,0.013,0.008,12.429,35.79,100388.1,27.49,78.1,DISTANCE
32650,0.16,0.06,9.88,-0.004,-0.009,0.015,12.429,35.79,100387.9,27.49,78.1,DISTANCE
32660,0.13,-0.28,9.83,0.010,-0.007,0.021,12.429,35.78,100387.7,27.49,78.1,DISTANCE
32670,0.01,-0.06,9.75,-0.011,0.005,0.014,12.429,35.78,100387.6,27.49,78.1,DISTANCE
32680,-0.13,0.17,9.75,0.015,0.022,0.005,12.429,35.77,100387.4,27.49,78.1,DISTANCE
32690,0.07,-0.20,9.85,-0.018,0.001,0.003,12.429,35.77,100387.2,27.49,78.1,DISTANCE
32700,0.07,-0.01,9.81,-0.011,-0.012,0.012,12.429,35.76,100387.1,27.49,78.2,DISTANCE
32710,-0.29,-0.21,9.94,-0.006,-0.019,0.010,12.429,35.76,100386.9,27.49,78.2,DISTANCE
32720,0.07,0.23,9.79,-0.015,-0.023,0.012,12.429,35.75,100386.7,27.49,78.2,DISTANCE
32730,0.16,-0.03,9.84,-0.000,0.005,0.019,12.429,35.75,100386.6,27.49,78.2,DISTANCE
32740,-0.05,0.14,9.86,-0.006,-0.002,0.007,12.429,35.75,100386.4,27.49,78.2,DISTANCE
32750,0.23,-0.09,10.02,-0.000,0.025,0.015,12.429,35.74,100386.2,27.49,78.2,DISTANCE
32760,0.17,-0.00,9.77,-0.023,-0.012,0.005,12.429,35.74,100386.1,27.49,78.2,DISTANCE
32770,-0.17,0.21,9.84,0.022,-0.023,0.020,12.429,35.73,100385.9,27.49,78.3,DISTANCE
32780,0.02,-0.18,9.98,0.005,-0.012,0.019,12.429,35.73,100385.7,27.49,78.3,DISTANCE
32790,-0.27,0.08,9.91,0.009,-0.020,0.022,12.429,35.72,100385.5,27.49,78.3,DISTANCE
32800,-0.16,0.24,9.85,0.019,0.007,0.010,12.429,35.72,100385.4,27.49,78.3,DISTANCE
32810,0.17,0.08,9.73,-0.004,0.015,0.004,12.429,35.71,100385.2,27.49,78.3,DISTANCE
32820,-0.09,0.00,9.84,-0.002,-0.006,0.021,12.429,35.71,100385.0,27.49,78.3,DISTANCE
32830,0.16,0.00,9.86,0.004,0.022,0.010,12.429,35.70,100384.9,27.49,78.3,DISTANCE
32840,0.15,0.14,9.75,-0.002,-0.011,0.022,12.429,35.70,100384.7,27.49,78.4,DISTANCE
32850,-0.25,0.03,9.94,0.003,0.008,0.019,12.429,35.69,100384.5,27.49,78.4,DISTANCE
32860,0.08,0.03,9.79,0.022,0.007,0.014,12.429,35.69,100384.4,27.49,78.4,DISTANCE
32870,-0.11,-0.22,9.74,0.019,0.022,0.006,12.429,35.68,100384.2,27.49,78.4,DISTANCE
32880,0.25,0.09,9.91,-0.005,0.018,0.015,12.429,35.68,100384.0,27.49,78.4,DISTANCE
32890,0.00,0.01,9.75,-0.023,0.002,0.021,12.429,35.67,100383.9,27.49,78.4,DISTANCE
32900,0.14,-0.27,9.81,0.008,-0.011,0.009,12.429,35.66,100383.7,27.49,78.4,DISTANCE
32910,0.20,0.26,9.91,-0.005,0.004,0.013,12.429,35.66,100383.5,27.49,78.5,DISTANCE
32920,-0.09,0.12,9.82,0.020,-0.008,0.008,12.429,35.65,100383.3,27.49,78.5,DISTANCE
32930,-0.07,0.03,9.88,-0.001,-0.004,0.022,12.429,35.65,100383.2,27.49,78.5,DISTANCE
32940,0.18,0.13,10.02,-0.015,-0.004,0.018,12.429,35.64,100383.0,27.49,78.5,DISTANCE
32950,0.17,-0.05,9.79,0.018,-0.013,0.012,12.430,35.64,100382.8,27.49,78.5,DISTANCE
32960,0.22,0.23,9.99,-0.006,-0.012,0.019,12.430,35.63,100382.7,27.49,78.5,DISTANCE
32970,0.26,0.09,9.98,0.014,0.018,0.010,12.430,35.63,100382.5,27.49,78.5,DISTANCE
32980,0.13,0.00,10.00,0.022,-0.002,0.009,12.430,35.62,100382.3,27.49,78.6,DISTANCE
32990,0.06,0.01,9.80,0.022,0.017,0.022,12.430,35.61,100382.1,27.49,78.6,DISTANCE
33000,-0.14,-0.01,9.91,-0.021,0.014,0.004,12.430,35.61,100382.0,27.49,78.6,DISTANCE
